year	tournament	start_date	end_date	location	court_surface	prize_money	currency	masters	tournament_id
2013	international-grass-court-championships_itf_juniors1	6/10/2013	6/15/2013	USA	Grass			0	8606
2013	thamrin-cup-international-junior-championships_itf_juniors0	6/11/2013	6/16/2013	INA	Hard			0	8607
2013	thamrin-cup-international-junior-championships_itf_juniors1	6/11/2013	6/16/2013	INA	Hard			0	8608
2013	china-junior-10-jingshan_itf_juniors0	6/11/2013	6/16/2013	CHN	Hard			0	8609
2013	china-junior-10-jingshan_itf_juniors1	6/11/2013	6/16/2013	CHN	Hard			0	8610
1999	italy-f14-futures_itf_procircuit0	7/26/1999	8/1/1999	ITA	Clay			25	8611
1991	verona_challenger	8/25/1991	8/25/1991	Italy	Clay	50000	$	100	8612
1995	spain-6-masters_itf_procircuit0	7/14/1995	8/13/1995	ESP	Clay			25	8613
1991	merano_challenger	8/26/1991	9/8/1991	Italy	Clay	50000	$	100	8614
1995	spain-6-masters_itf_procircuit1	7/14/1995	8/13/1995	ESP	Clay			25	8615
2013	itf-euro-holding-bytom-cup-2013_itf_juniors0	6/12/2013	6/16/2013	POL	Clay			0	8616
2013	itf-euro-holding-bytom-cup-2013_itf_juniors1	6/12/2013	6/16/2013	POL	Clay			0	8617
2013	open-junior-bnp-paribas-de-nouvelle-caledonie_itf_juniors0	6/16/2013	6/21/2013	CAL	Hard			0	8618
2013	open-junior-bnp-paribas-de-nouvelle-caledonie_itf_juniors1	6/16/2013	6/21/2013	CAL	Hard			0	8619
2013	copa-mundo-maya_itf_juniors0	6/17/2013	6/22/2013	GUA	Hard			0	8620
1984	indianapolis	8/6/1984	8/12/1984	USA	Clay	300000	$		8621
2013	copa-mundo-maya_itf_juniors1	6/17/2013	6/22/2013	GUA	Hard			0	8622
2012	czech-republic-f4-futures_itf_procircuit0	7/9/2012	7/15/2012	CZE	Clay			25	8623
1999	slovenia-f3-futures_itf_procircuit0	7/26/1999	8/1/1999	SLO	Clay			25	8624
1995	italy-4-masters_itf_procircuit0	7/29/1995	8/27/1995	ITA	Clay			25	8625
1985	nancy	3/18/1985	3/24/1985	France	Hard	80000	$		8626
1995	italy-4-masters_itf_procircuit1	7/29/1995	8/27/1995	ITA	Clay			25	8627
1995	italy-4-masters_itf_procircuit2	7/29/1995	8/27/1995	ITA	Clay			25	8628
1995	italy-4-masters_itf_procircuit3	7/29/1995	8/27/1995	ITA	Clay			25	8629
2005	italy-f32-futures_itf_procircuit0	9/26/2005	10/2/2005	ITA	Clay			25	8630
1999	spain-f4-futures_itf_procircuit0	7/26/1999	8/1/1999	ESP	Clay			25	8631
1983	brisbane	10/3/1983	10/30/1983	Australia	Hard	100000	$		8632
2005	sweden-f3-futures_itf_procircuit0	9/26/2005	10/2/2005	SWE	Carpet			25	8633
2012	france-f13-futures_itf_procircuit0	7/9/2012	7/15/2012	FRA	Clay			25	8634
2005	ukraine-f1-futures_itf_procircuit0	9/26/2005	10/2/2005	UKR	Clay			25	8635
2008	bksp-international-junior-championships_itf_juniors0	1/28/2008	2/2/2008	BAN	Hard			0	8636
2005	usa-f24-futures_itf_procircuit0	9/26/2005	10/2/2005	USA	Hard			25	8637
2013	21st-international-junior-tournament-of-offenbach_itf_juniors0	6/11/2013	6/16/2013	Germany	Clay			0	8638
2008	bksp-international-junior-championships_itf_juniors1	1/28/2008	2/2/2008	BAN	Hard			0	8639
2005	venezuela-f4-futures_itf_procircuit0	9/26/2005	10/2/2005	VEN	Hard			25	8640
1999	usa-f13-futures_itf_procircuit0	8/2/1999	8/8/1999	USA	Hard			25	8641
1982	baltimore	11/1/1982	11/7/1982	USA	Carpet	300000	$		8642
2012	italy-f17-futures_itf_procircuit0	7/9/2012	7/15/2012	ITA	Clay			25	8643
1984	toronto	8/13/1984	8/19/1984	Canada	Hard	300000	$		8644
2014	usa-f27-futures_itf_procircuit0	10/6/2014	10/12/2014	USA	Hard			25	8645
2012	kazakhstan-f6-futures_itf_procircuit0	7/9/2012	7/15/2012	KAZ	Hard			25	8646
1985	rotterdam	3/18/1985	3/24/1985	Netherlands	Hard	250000	$		8647
2012	argentina-f17-futures_itf_procircuit0	7/9/2012	7/15/2012	ARG	Clay			25	8648
2013	21st-international-junior-tournament-of-offenbach_itf_juniors1	6/11/2013	6/16/2013	Germany	Clay			0	8649
1983	basel	10/10/1983	10/30/1983	Switzerland	Hard	100000	$		8650
2014	chile-f5-futures_itf_procircuit0	10/6/2014	10/12/2014	CHI	Clay			25	8651
1990	munich_challenger	11/26/1990	12/2/1990	Germany	Carpet	50000	$	100	8652
2014	egypt-f27-futures_itf_procircuit0	10/6/2014	10/12/2014	EGY	Hard			25	8653
1984	columbus	8/13/1984	8/19/1984	USA	Hard	100000	$		8654
1992	halle_challenger	6/15/1992	6/21/1992	Germany	Clay	50000	$	100	8655
1993	rennes_challenger	2/15/1993	2/21/1993	France	Hard	100000	$	100	8656
1982	hong-kong	11/1/1982	11/7/1982	Hong Kong	Hard	100000	$		8657
1991	istanbul_challenger	9/2/1991	9/8/1991	Turkey	Hard	100000	$	100	8658
1990	lisbon_challenger	12/3/1990	12/9/1990	Portugal	Clay	75000	$	100	8659
1985	fort-myers	3/25/1985	3/31/1985	USA	Hard	250000	$		8660
1990	capetown_challenger	12/3/1990	12/9/1990	South Africa	Hard	50000	$	100	8661
1984	cincinnati	8/20/1984	8/26/1984	USA	Hard	300000	$		8662
1983	sydney	10/10/1983	10/30/1983	Australia	Hard	200000	$		8663
1985	milan	3/25/1985	3/31/1985	Italy	Carpet	300000	$		8664
1982	quito	11/1/1982	11/7/1982	Ecuador	Clay	75000	$		8665
1985	monte-carlo	4/1/1985	4/7/1985	Monaco	Clay	405000	$		8666
1984	us-open	8/28/1984		USA	Hard	1066676	$	2000	8667
1982	toulouse	11/6/1982	11/7/1982	France	Hard	75000	$		8668
1983	tel-aviv	10/10/1983	10/30/1983	Israel	Hard	75000	$		8669
1985	chicago	4/1/1985	4/7/1985	USA	Carpet	250000	$		8670
1984	los-angeles	9/10/1984	9/16/1984	USA	Hard	200000	$		8671
1983	tokyo	10/17/1983	10/30/1983	Japan	Hard	125000	$		8672
1985	munich	4/6/1985	4/7/1985	Germany	Clay	100000	$		8673
1984	palermo	9/10/1984	9/16/1984	Italy	Clay	100000	$		8674
1983	vienna	10/17/1983	10/30/1983	Austria	Hard	100000	$		8675
1985	dallas	4/8/1985	4/14/1985	USA	Carpet	500000	$		8676
1982	ancona	11/15/1982	1/2/1983	Italy	Carpet	75000	$		8677
1984	tel-aviv	9/10/1984	9/16/1984	Israel	Hard	75000	$		8678
1983	cologne	10/24/1983	10/30/1983	Germany	Clay	75000	$		8679
1982	bangkok	11/15/1982	1/2/1983	Thailand	Carpet	75000	$		8680
1985	bari	4/15/1985	4/21/1985	Italy	Clay	80000	$		8681
1984	san-francisco	9/17/1984	9/23/1984	USA	Hard	200000	$		8682
1983	tokyo	10/24/1983	10/30/1983	Japan	Hard	300000	$		8683
1982	dortmund	11/15/1982	1/2/1983	Germany	Carpet	300000	$		8684
2008	inka-bowl_itf_juniors0	1/28/2008	2/3/2008	PER	Clay			0	8685
2013	itf-odense-2013_itf_juniors0	6/17/2013	6/22/2013	DEN	Clay			0	8686
2013	itf-odense-2013_itf_juniors1	6/17/2013	6/22/2013	DEN	Clay			0	8687
2008	sey-development-cup_itf_juniors0	2/6/2008	2/10/2008	CZE	Carpet			0	8688
2013	ozerov-cup_itf_juniors0	6/17/2013	6/22/2013	RUS	Clay			0	8689
2013	ozerov-cup_itf_juniors1	6/17/2013	6/22/2013	RUS	Clay			0	8690
2008	sey-development-cup_itf_juniors1	2/6/2008	2/10/2008	CZE	Carpet			0	8691
2013	riga-open_itf_juniors0	6/17/2013	6/22/2013	LAT	Clay			0	8692
1985	atlanta	4/22/1985	4/28/1985	USA	Carpet	300000	$		8693
2013	riga-open_itf_juniors1	6/17/2013	6/22/2013	LAT	Clay			0	8694
2008	copa-milo---chile-deportes-2008_itf_juniors0	2/11/2008	2/16/2008	CHI	Clay			0	8695
1990	guam_challenger	12/3/1990	12/9/1990	Guam	Hard	25000	$	100	8696
1982	sao-paulo	11/15/1982	1/2/1983	Brazil	Hard	200000	$		8697
2008	copa-milo---chile-deportes-2008_itf_juniors1	2/11/2008	2/16/2008	CHI	Clay			0	8698
1993	emden_challenger	2/15/1993	2/21/1993	Germany	Hard	25000	$	100	8699
1984	bordeaux	9/17/1984	9/23/1984	France	Clay	75000	$		8700
2013	tugu-muda-cup-intl.-junior-champs_itf_juniors0	6/18/2013	6/23/2013	INA	Hard			0	8701
1999	egypt-f2-futures_itf_procircuit0	8/2/1999	8/8/1999	EGY	Clay			25	8702
2013	tugu-muda-cup-intl.-junior-champs_itf_juniors1	6/18/2013	6/23/2013	INA	Hard			0	8703
2008	wellington-18-&-u-itf-summer-championships_itf_juniors0	2/11/2008	2/16/2008	NZL	Hard			0	8704
1995	argentina-b-masters_itf_procircuit0	8/5/1995	9/3/1995	ARG	Clay			25	8705
2013	13th-carthago-cup_itf_juniors0	6/18/2013	6/23/2013	TUN	Clay			0	8706
2008	wellington-18-&-u-itf-summer-championships_itf_juniors1	2/11/2008	2/16/2008	NZL	Hard			0	8707
1995	argentina-b-masters_itf_procircuit1	8/5/1995	9/3/1995	ARG	Clay			25	8708
1985	marbella	4/22/1985	4/28/1985	Spain	Clay	100000	$		8709
2013	13th-carthago-cup_itf_juniors1	6/18/2013	6/23/2013	TUN	Clay			0	8710
1995	argentina-b-masters_itf_procircuit2	8/5/1995	9/3/1995	ARG	Clay			25	8711
2013	ukrzakhid-itf_itf_juniors0	6/18/2013	6/23/2013	UKR	Clay			0	8712
1983	stockholm	10/31/1983	12/11/1983	Sweden	Hard	250000	$		8713
1995	argentina-b-masters_itf_procircuit3	8/5/1995	9/3/1995	ARG	Clay			25	8714
1995	cuba/mexico-masters_itf_procircuit1	8/5/1995	9/3/1995	MEX	Hard			25	8715
1982	bahia	11/22/1982	1/2/1983	Brazil	Hard	75000	$		8716
2008	25th-itf-junior-championships-of-sri-lanka_itf_juniors0	2/11/2008	2/16/2008	SRI	Clay			0	8717
1985	hamburg	4/29/1985	5/5/1985	Germany	Clay	250000	$		8718
1999	estonia-f1-futures_itf_procircuit0	8/2/1999	8/8/1999	EST	Clay			25	8719
1995	spain-7-masters_itf_procircuit0	8/11/1995	9/11/1995	ESP	Clay			25	8720
1995	spain-7-masters_itf_procircuit1	8/11/1995	9/11/1995	ESP	Clay			25	8721
1984	geneva	9/17/1984	9/23/1984	Switzerland	Clay	100000	$		8722
1999	egypt-f3-futures_itf_procircuit0	8/9/1999	8/15/1999	EGY	Clay			25	8723
1983	hong-kong	10/31/1983	12/11/1983	Hong Kong	Hard	100000	$		8724
1999	italy-f16-futures_itf_procircuit0	8/9/1999	8/15/1999	ITA	Clay			25	8725
1982	itaparica	11/22/1982	1/2/1983	Brazil	Clay	75000	$		8726
1999	latvia-f1-futures_itf_procircuit0	8/9/1999	8/15/1999	LAT	Clay			25	8727
1985	las-vegas	4/29/1985	5/5/1985	USA	Clay	400000	$		8728
2002	spain-2_itf_procircuit1	2/4/2002	3/3/2002	ESP	Clay			25	8729
2002	spain-2_itf_procircuit2	2/4/2002	3/3/2002	ESP	Clay			25	8730
2002	spain-2_itf_procircuit3	2/4/2002	3/3/2002	ESP	Clay			25	8731
2002	spain-2_itf_procircuit0	2/4/2002	3/3/2002	ESP	Clay			25	8732
1984	honolulu	9/24/1984	9/30/1984	USA	Hard	100000	$		8733
1991	venice_challenger	9/2/1991	9/8/1991	Italy	Clay	100000	$	100	8734
1990	hong-kong_challenger	12/10/1990	12/23/1990	Hong Kong	Hard	50000	$	100	8735
1982	johannesburg	11/22/1982	1/2/1983	South Africa	Clay	300000	$		8736
1985	forest-hills	5/6/1985	5/12/1985	USA	Clay	500000	$		8737
1984	barcelona	10/1/1984	10/7/1984	Spain	Clay	200000	$		8738
1990	hong-kong_challenger	12/17/1990	12/23/1990	Hong Kong	Hard	25000	$	100	8739
1982	chicago	11/30/1982	1/2/1983	USA	Carpet	300000	$		8740
1985	rome	5/13/1985	5/19/1985	Italy	Clay	350000	$		8741
1983	ferrara	11/14/1983	12/11/1983	Italy	Carpet	75000	$		8742
1982	australian-open	12/2/1982		Australia	Hard	450000	$	2000	8743
1984	brisbane	10/1/1984	10/7/1984	Australia	Hard	100000	$		8744
1985	madrid	5/13/1985	5/19/1985	Spain	Clay	80000	$		8745
1983	bahia	11/21/1983	12/11/1983	Brazil	Hard	75000	$		8746
1982	sydney	12/13/1982	1/2/1983	Australia	Hard	125000	$		8747
1985	florence	5/20/1985	5/26/1985	Italy	Clay	80000	$		8748
1983	johannesburg	11/21/1983	12/11/1983	South Africa	Clay	300000	$		8749
1984	basel	10/8/1984	10/14/1984	Switzerland	Hard	125000	$		8750
1985	dusseldorf	5/20/1985	5/26/1985	Germany	Clay	500000	$		8751
1982	hartford	12/14/1982	1/2/1983	USA	Carpet	300000	$		8752
1983	toulouse	11/21/1983	12/11/1983	France	Hard	100000	$		8753
1985	roland-garros	5/27/1985	6/9/1985	France	Clay	975000	$	2000	8754
1982	adelaide	12/20/1982	1/2/1983	Australia	Hard	75000	$		8755
1984	sydney	10/8/1984	10/14/1984	Australia	Hard	225000	$		8756
1983	australian-open	11/29/1983		Australia	Hard	500000	$	2000	8757
1985	bologna	6/10/1985	6/16/1985	Italy	Clay	80000	$		8758
1982	melbourne	12/28/1982	1/2/1983	Australia	Grass	75000	$		8759
1984	tokyo	10/8/1984	10/14/1984	Japan	Hard	100000	$		8760
1983	sydney	12/12/1983	1/1/1984	Australia	Hard	125000	$		8761
1982	masters	1/18/1983	1/2/1983	USA	Hard	400000	$	2500	8762
1984	cologne	10/15/1984	10/16/1984	Germany	Clay	75000	$		8763
2012	austria-f1-futures_itf_procircuit0	7/9/2012	7/15/2012	AUT	Clay			25	8764
1983	adelaide	12/19/1983	1/1/1984	Australia	Hard	75000	$		8765
2008	25th-itf-junior-championships-of-sri-lanka_itf_juniors1	2/11/2008	2/16/2008	SRI	Clay			0	8766
2012	belgium-f3-futures_itf_procircuit0	7/9/2012	7/15/2012	BEL	Clay			25	8767
1991	graz_challenger	9/2/1991	9/8/1991	Austria	Clay	25000	$	100	8768
2013	14th-gerry-weber-junior-open_itf_juniors0	6/18/2013	6/22/2013	Germany	Grass			0	8769
1993	palm-springs_challenger	2/15/1993	2/21/1993	USA	Clay	25000	$	100	8770
1994	wellington_challenger	1/3/1994	1/9/1994	New Zealand	Hard	50000	$	100	8771
2013	ukrzakhid-itf_itf_juniors1	6/18/2013	6/23/2013	UKR	Clay			0	8772
2013	governor-cup_itf_juniors1	6/24/2013	6/28/2013	RUS	Clay			0	8773
2008	3rd-itf-junior-tlemcen_itf_juniors1	2/18/2008	2/22/2008	ALG	Clay			0	8774
2013	amman-international-tournament-1_itf_juniors0	6/24/2013	6/28/2013	JOR	Hard			0	8775
2013	amman-international-tournament-1_itf_juniors1	6/24/2013	6/28/2013	JOR	Hard			0	8776
2008	oulu-eden-open_itf_juniors0	2/18/2008	2/22/2008	FIN	Hard			0	8777
2013	air-pacific-open-junior-championships_itf_juniors0	6/24/2013	6/29/2013	FIJ	Hard			0	8778
2013	air-pacific-open-junior-championships_itf_juniors1	6/24/2013	6/29/2013	FIJ	Hard			0	8779
1984	melbourne	10/15/1984	10/16/1984	Australia	Carpet	150000	$		8780
2013	deloitte-junior-cup_itf_juniors0	6/24/2013	6/29/2013	DEN	Clay			0	8781
2008	oulu-eden-open_itf_juniors1	2/18/2008	2/22/2008	FIN	Hard			0	8782
2013	deloitte-junior-cup_itf_juniors1	6/24/2013	6/29/2013	DEN	Clay			0	8783
1983	melbourne	12/26/1983	1/1/1984	Australia	Grass	75000	$		8784
2013	bank-of-bermuda-foundation-itf-junior-circuit-tournament_itf_juniors0	6/24/2013	6/29/2013	BER	Hard			0	8785
2008	29th-argentina-cup_itf_juniors0	2/18/2008	2/23/2008	ARG	Clay			0	8786
2013	bank-of-bermuda-foundation-itf-junior-circuit-tournament_itf_juniors1	6/24/2013	6/29/2013	BER	Hard			0	8787
2013	chang-ltat-itf-juniors-grade-4_itf_juniors0	6/24/2013	6/30/2013	THA	Hard			0	8788
1999	belgium-f2-futures_itf_procircuit0	8/16/1999	8/22/1999	BEL	Clay			25	8789
2013	chang-ltat-itf-juniors-grade-4_itf_juniors1	6/24/2013	6/30/2013	THA	Hard			0	8790
2008	29th-argentina-cup_itf_juniors1	2/18/2008	2/23/2008	ARG	Clay			0	8791
1995	indonesia-masters_itf_procircuit3	8/19/1995	9/17/1995	INA	Hard			25	8792
1995	indonesia-masters_itf_procircuit0	8/19/1995	9/17/1995	INA	Hard			25	8793
1995	indonesia-masters_itf_procircuit1	8/19/1995	9/17/1995	INA	Hard			25	8794
2008	jalisco-junior-cup-2008_itf_juniors0	2/18/2008	2/23/2008	MEX	Clay			0	8795
1995	indonesia-masters_itf_procircuit2	8/19/1995	9/17/1995	INA	Hard			25	8796
1984	tokyo	10/15/1984	10/16/1984	Japan	Hard	300000	$		8797
1999	romania-f1-futures_itf_procircuit0	8/16/1999	8/22/1999	ROU	Clay			25	8798
1999	spain-f6-futures_itf_procircuit0	8/16/1999	8/22/1999	ESP	Clay			25	8799
2008	jalisco-junior-cup-2008_itf_juniors1	2/18/2008	2/23/2008	MEX	Clay			0	8800
1999	lithuania-f1-futures_itf_procircuit0	8/16/1999	8/22/1999	LTU	Clay			25	8801
2002	switzerland-1_itf_procircuit2	2/11/2002	3/10/2002	SUI	Carpet			25	8802
1983	masters	1/10/1984	1/15/1984	USA	Hard	400000	$	2500	8803
2008	itf-indoor-mcdonalds-flevoland-junior-championships_itf_juniors0	2/19/2008	2/23/2008	NED	Hard			0	8804
2002	switzerland-1_itf_procircuit3	2/11/2002	3/10/2002	SUI	Carpet			25	8805
1999	morocco-f1-futures_itf_procircuit0	8/16/1999	8/22/1999	MAR	Clay			25	8806
2002	switzerland-1_itf_procircuit0	2/11/2002	3/10/2002	SUI	Carpet			25	8807
2005	usa-f25-futures_itf_procircuit0	10/3/2005	10/9/2005	USA	Hard			25	8808
2008	itf-indoor-mcdonalds-flevoland-junior-championships_itf_juniors1	2/19/2008	2/23/2008	NED	Hard			0	8809
1985	boston	7/8/1985	7/14/1985	USA	Clay	210000	$		8810
2002	usa-f5-futures_itf_procircuit0	2/25/2002	3/3/2002	USA	Hard			25	8811
1984	hong-kong	10/22/1984	10/28/1984	Hong Kong	Hard	200000	$		8812
1985	gstaad	7/8/1985	7/14/1985	Switzerland	Clay	150000	$		8813
2005	venezuela-f5-futures_itf_procircuit0	10/3/2005	10/9/2005	VEN	Hard			25	8814
1991	azores_challenger	9/9/1991	9/15/1991	Portugal	Hard	100000	$	100	8815
1984	vienna	10/22/1984	10/28/1984	Austria	Hard	100000	$		8816
2012	germany-f9-futures_itf_procircuit0	7/9/2012	7/15/2012	Germany	Clay			25	8817
2012	great-britain-f10-futures_itf_procircuit0	7/9/2012	7/15/2012	GBR	Grass			25	8818
2014	italy-f35-futures_itf_procircuit0	10/6/2014	10/12/2014	ITA	Clay			25	8819
1992	salerno_challenger	6/29/1992	7/5/1992	Italy	Clay	75000	$	100	8820
1984	stockholm	10/29/1984	11/5/1984	Sweden	Hard	250000	$		8821
1985	newport	7/8/1985	7/14/1985	USA	Grass	100000	$		8822
1986	auckland	1/6/1986	1/19/1986	New Zealand	Hard	85000	$		8823
1993	indian-wells_challenger	2/22/1993	2/28/1993	USA	Hard	50000	$	100	8824
1985	bastad	7/15/1985	7/21/1985	Sweden	Clay	80000	$		8825
1986	philadelphia	1/27/1986	2/2/1986	USA	Hard	375000	$		8826
1991	bucharest_challenger	9/16/1991	9/22/1991	Romania	Clay	100000	$	100	8827
1985	washington	7/15/1985	7/21/1985	USA	Hard	210000	$		8828
1986	toronto	2/3/1986	2/9/1986	Canada	Carpet	125000	$		8829
1985	hilversum	7/22/1985	7/28/1985	Netherlands	Clay	80000	$		8830
1984	treviso	11/12/1984	11/18/1984	Italy	Clay	75000	$		8831
1986	boca-west	2/10/1986	2/23/1986	USA	Hard	750000	$		8832
1985	indianapolis	7/22/1985	7/28/1985	USA	Clay	300000	$		8833
1986	la-quinta	2/24/1986	3/2/1986	USA	Hard	325000	$		8834
1984	johannesburg	11/19/1984	11/25/1984	South Africa	Clay	300000	$		8835
1985	livingston	7/22/1985	7/28/1985	USA	Hard	80000	$		8836
1986	metz	3/10/1986	3/16/1986	France	Carpet	85000	$		8837
1987	adelaide	12/30/1986	1/4/1987	Australia	Hard	89400	$		8838
1985	kitzbuhel	8/5/1985	8/11/1985	Austria	Clay	150000	$		8839
1984	toulouse	11/19/1984	11/25/1984	France	Hard	100000	$		8840
1987	auckland	1/5/1987	1/11/1987	New Zealand	Hard	89400	$		8841
1986	milan	3/10/1986	3/16/1986	Italy	Carpet	300000	$		8842
1984	australian-open	11/26/1984		Australia	Hard	645000	$	2000	8843
1985	stratton-mountain	8/5/1985	8/11/1985	USA	Hard	250000	$		8844
1984	sydney	12/10/1984	12/16/1984	Australia	Hard	125000	$		8845
1986	brussels	3/17/1986	3/23/1986	Belgium	Carpet	250000	$		8846
1987	australian-open	1/12/1987	1/25/1987	Australia	Hard	670161	$	2000	8847
1984	adelaide	12/17/1984	12/23/1984	Australia	Hard	75000	$		8848
1985	montreal	8/12/1985	8/18/1985	Canada	Hard	300000	$		8849
1986	fort-myers	3/17/1986	3/23/1986	USA	Hard	250000	$		8850
1987	guaruja	1/26/1987	2/1/1987	Brazil	Clay	89400	$		8851
1984	melbourne	12/24/1984	1/1/1985	Australia	Grass	75000	$		8852
2008	itf-west-africa-juniors-circuit---2_itf_juniors0	2/24/2008	2/28/2008	TOG	Hard			0	8853
2008	itf-west-africa-juniors-circuit---2_itf_juniors1	2/24/2008	2/28/2008	TOG	Hard			0	8854
2013	itf-junior-tunisia_itf_juniors0	6/26/2013	6/30/2013	TUN	Hard			0	8855
1995	turkey-2-masters_itf_procircuit2	8/19/1995	9/17/1995	TUR	Hard			25	8856
2013	itf-junior-tunisia_itf_juniors1	6/26/2013	6/30/2013	TUN	Hard			0	8857
1995	turkey-2-masters_itf_procircuit3	8/19/1995	9/17/1995	TUR	Hard			25	8858
1995	turkey-2-masters_itf_procircuit0	8/19/1995	9/17/1995	TUR	Hard			25	8859
1985	cleveland	8/12/1985	8/18/1985	USA	Hard	80000	$		8860
1995	turkey-2-masters_itf_procircuit1	8/19/1995	9/17/1995	TUR	Hard			25	8861
2013	"the-junior-championships,-wimbledon_itf_juniors0"	6/29/2013	7/7/2013	GBR	Grass			0	8862
2013	"the-junior-championships,-wimbledon_itf_juniors1"	6/29/2013	7/7/2013	GBR	Grass			0	8863
2002	israel-f3-futures_itf_procircuit0	2/25/2002	3/2/2002	ISR	Hard			25	8864
2013	amman-international-tournament-2_itf_juniors0	7/1/2013	7/5/2013	JOR	Hard			0	8865
1986	chicago	3/24/1986	3/30/1986	USA	Carpet	250000	$		8866
2013	amman-international-tournament-2_itf_juniors1	7/1/2013	7/5/2013	JOR	Hard			0	8867
1987	sydney	1/26/1987	2/1/1987	Australia	Hard	89400	$		8868
2005	australia-f8-futures_itf_procircuit0	10/10/2005	10/16/2005	AUS	Hard			25	8869
2013	international-junior-championship-(1)_itf_juniors0	7/1/2013	7/5/2013	EGY	Clay			0	8870
2013	international-junior-championship-(1)_itf_juniors1	7/1/2013	7/5/2013	EGY	Clay			0	8871
1985	cincinnati	8/19/1985	8/25/1985	USA	Hard	300000	$		8872
1995	slovak-republic-masters_itf_procircuit0	8/21/1995	9/17/1995	SVK	Clay			25	8873
1986	rotterdam	3/24/1986	3/30/1986	Netherlands	Hard	250000	$		8874
2013	nbu-cup_itf_juniors0	7/1/2013	7/6/2013	UZB	Clay			0	8875
1995	slovak-republic-masters_itf_procircuit1	8/21/1995	9/17/1995	SVK	Clay			25	8876
2013	nbu-cup_itf_juniors1	7/1/2013	7/6/2013	UZB	Clay			0	8877
1995	slovak-republic-masters_itf_procircuit2	8/21/1995	9/17/1995	SVK	Clay			25	8878
1985	us-open	8/27/1985	9/8/1985	USA	Hard	1250000	$	2000	8879
1995	slovak-republic-masters_itf_procircuit3	8/21/1995	9/17/1995	SVK	Clay			25	8880
2002	new-zealand-f1-futures_itf_procircuit0	2/25/2002	3/2/2002	NZL	Hard			25	8881
1986	atlanta	3/31/1986	4/6/1986	USA	Carpet	220000	$		8882
2005	france-f17-futures_itf_procircuit0	10/10/2005	10/16/2005	FRA	Hard			25	8883
1999	belarus-f1-futures_itf_procircuit0	8/23/1999	8/29/1999	BLR	Carpet			25	8884
1999	romania-f2-futures_itf_procircuit0	8/23/1999	8/29/1999	ROU	Clay			25	8885
2012	romania-f6-futures_itf_procircuit0	7/9/2012	7/12/2012	ROU	Clay			25	8886
1987	lyon	2/2/1987	2/8/1987	France	Hard	150000	$		8887
2005	nigeria-f5-futures_itf_procircuit0	10/10/2005	10/16/2005	NGR	Hard			25	8888
1988	adelaide	12/28/1987	1/3/1988	Australia	Hard	93400	$		8889
2002	croatia-1_itf_procircuit2	3/4/2002	3/31/2002	CRO	Clay			25	8890
2002	croatia-1_itf_procircuit3	3/4/2002	3/31/2002	CRO	Clay			25	8891
2014	kazakhstan-f13-futures_itf_procircuit0	10/6/2014	10/12/2014	KAZ	Clay			25	8892
2012	serbia-f5-futures_itf_procircuit0	7/9/2012	7/15/2012	SRB	Clay			25	8893
1985	palermo	9/9/1985	9/15/1985	Italy	Clay	100000	$		8894
1988	wellington	12/28/1987	1/3/1988	New Zealand	Hard	115000	$		8895
1987	philadelphia	2/2/1987	2/8/1987	USA	Hard	375000	$		8896
2005	botswana-f1-futures_itf_procircuit0	10/10/2005	10/16/2005	BOT	Hard			25	8897
1986	cologne	3/31/1986	4/6/1986	Germany	Clay	100000	$		8898
1988	auckland	1/4/1988	1/10/1988	New Zealand	Hard	93400	$		8899
2012	turkey-f27-futures_itf_procircuit0	7/9/2012	7/15/2012	TUR	Clay			25	8900
1985	stuttgart	9/9/1985	9/15/1985	Germany	Grass	100000	$		8901
1986	bari	4/7/1986	4/13/1986	Italy	Clay	85000	$		8902
1994	heilbronn_challenger	1/24/1994	1/30/1994	Germany	Clay	100000	$	100	8903
