year	tournament	start_date	end_date	location	court_surface	prize_money	currency	masters	tournament_id
1997	france-2-masters_itf_procircuit1	2/1/1997	3/1/1997	FRA	Clay			25	297
1997	france-2-masters_itf_procircuit2	2/1/1997	3/1/1997	FRA	Clay			25	298
1997	france-2-masters_itf_procircuit3	2/1/1997	3/1/1997	FRA	Clay			25	299
1997	france-2-masters_itf_procircuit0	2/1/1997	3/1/1997	FRA	Clay			25	300
2010	serbia-f6-futures_itf_procircuit0	8/16/2010	8/22/2010	SRB	Clay			25	301
2004	netherlands-f2-futures_itf_procircuit0	6/28/2004	7/4/2004	NED	Clay			25	302
2000	poland-f6-futures_itf_procircuit0	9/11/2000	9/17/2000	POL	Clay			25	303
2001	barbados-f1-futures_itf_procircuit0	11/5/2001	11/11/2001	BAR	Hard			25	304
2000	spain-f10-futures_itf_procircuit0	9/11/2000	9/17/2000	ESP	Hard			25	305
2004	canada-f5-futures_itf_procircuit0	6/28/2004	7/4/2004	CAN	Hard			25	306
2001	czech-rep.-f5-futures_itf_procircuit0	11/5/2001	11/11/2001	CZE	Hard			25	307
2008	bolivia-f1-futures_itf_procircuit0	9/8/2008	9/14/2008	BOL	Clay			25	308
2004	denmark-f1-futures_itf_procircuit0	6/28/2004	7/4/2004	DEN	Clay			25	309
2001	switzerland-f2-futures_itf_procircuit0	11/5/2001	11/11/2001	SUI	Carpet			25	310
2010	brazil-f21-futures_itf_procircuit0	8/23/2010	8/29/2010	BRA	Clay			25	311
2004	italy-f14-futures_itf_procircuit0	6/28/2004	7/4/2004	ITA	Clay			25	312
2010	slovak-rep.-f3-futures_itf_procircuit0	8/16/2010	8/22/2010	SVK	Clay			25	313
2008	bulgaria-f8-futures_itf_procircuit0	9/8/2008	9/14/2008	BUL	Clay			25	314
2010	italy-f26-futures_itf_procircuit0	9/13/2010	9/19/2010	ITA	Hard			25	315
2010	thailand-f3-futures_itf_procircuit0	8/16/2010	8/22/2010	THA	Hard			25	316
2014	spain-f8-futures_itf_procircuit0	5/5/2014	5/11/2014	ESP	Clay			25	317
2008	burundi-f1-futures_itf_procircuit0	9/8/2008	9/14/2008	BDI	Clay			25	318
2010	morocco-f6-futures_itf_procircuit0	9/13/2010	9/19/2010	MAR	Clay			25	319
2010	spain-f33-futures_itf_procircuit0	9/13/2010	9/19/2010	ESP	Hard			25	320
2014	sweden-f2-futures_itf_procircuit0	5/5/2014	5/11/2014	SWE	Clay			25	321
2018	belgium-f5-futures_itf_procircuit0	7/23/2018	7/29/2018	BEL	Clay			25	322
2018	jurmala-open_itf_juniors0	3/26/2018	3/30/2018	LAT	Hard			0	323
2018	jurmala-open_itf_juniors1	3/26/2018	3/30/2018	LAT	Hard			0	324
2011	china-junior-3-shenzhen_itf_juniors1	3/1/2011	3/6/2011	CHN	Hard			0	325
2015	safina-cup-2015_itf_juniors0	1/21/2015	1/25/2015	CZE	Hard			0	326
2011	riaan-venter-junior-itf_itf_juniors0	3/7/2011	3/11/2011	RSA	Hard			0	327
2012	ruc-tennis-junior-open_itf_juniors1	3/5/2012	3/10/2012	MAR	Clay			0	328
2011	riaan-venter-junior-itf_itf_juniors1	3/7/2011	3/11/2011	RSA	Hard			0	329
1994	spain-1-masters_itf_procircuit0	2/4/1994	3/6/1994	ESP	Hard			25	330
2011	itf-high-coast-junior-world-ranking-tournament_itf_juniors0	3/7/2011	3/12/2011	SWE	Hard			0	331
1994	spain-1-masters_itf_procircuit1	2/4/1994	3/6/1994	ESP	Hard			25	332
1962	us-championships	8/29/1962	9/10/1962	USA	Hard			2000	333
2011	itf-high-coast-junior-world-ranking-tournament_itf_juniors1	3/7/2011	3/12/2011	SWE	Hard			0	334
2012	itf-kramfors-high-coast-junior-world-ranking-tournament-2012_itf_juniors0	3/5/2012	3/10/2012	SWE	Hard			0	335
2015	safina-cup-2015_itf_juniors1	1/21/2015	1/25/2015	CZE	Hard			0	336
2011	ruc-tennis-junior-open_itf_juniors0	3/7/2011	3/12/2011	MAR	Clay			0	337
1994	spain-1-masters_itf_procircuit2	2/4/1994	3/6/1994	ESP	Hard			25	338
2011	chang-ltat-itf-junior-championships_itf_juniors0	3/7/2011	3/12/2011	THA	Hard			0	339
1994	spain-1-masters_itf_procircuit3	2/4/1994	3/6/1994	ESP	Hard			25	340
1963	us-championships	8/28/1963	9/8/1963	USA	Hard			2000	341
2012	itf-kramfors-high-coast-junior-world-ranking-tournament-2012_itf_juniors1	3/5/2012	3/10/2012	SWE	Hard			0	342
2015	siroki-brijeg-open_itf_juniors0	1/21/2015	1/25/2015	BIH	Carpet			0	343
2012	costa-rica-bowl_itf_juniors0	3/5/2012	3/10/2012	CRC	Hard			0	344
2015	siroki-brijeg-open_itf_juniors1	1/21/2015	1/25/2015	BIH	Carpet			0	345
2015	australian-open-junior-championships_itf_juniors0	1/24/2015	1/31/2015	AUS	Hard			0	346
1994	great-britain-1-masters_itf_procircuit1	2/7/1994	3/4/1994	GBR	Carpet			25	347
2000	brazil-f1-futures_itf_procircuit0	9/18/2000	9/24/2000	BRA	Clay			25	348
2015	australian-open-junior-championships_itf_juniors1	1/24/2015	1/31/2015	AUS	Hard			0	349
2015	ecuador-grade-1-itf_itf_juniors0	1/26/2015	1/31/2015	ECU	Clay			0	350
2000	italy-f11-futures_itf_procircuit0	9/18/2000	9/24/2000	ITA	Hard			25	351
1997	portugal-2-masters_itf_procircuit3	2/1/1997	3/2/1997	POR	Clay			25	352
1997	portugal-2-masters_itf_procircuit0	2/1/1997	3/2/1997	POR	Clay			25	353
1997	portugal-2-masters_itf_procircuit1	2/1/1997	3/2/1997	POR	Clay			25	354
1997	portugal-2-masters_itf_procircuit2	2/1/1997	3/2/1997	POR	Clay			25	355
2000	ukraine-f1-futures_itf_procircuit0	9/18/2000	9/24/2000	UKR	Clay			25	356
2004	romania-f9-futures_itf_procircuit0	6/28/2004	7/4/2004	ROU	Clay			25	357
2001	thailand-f1-futures_itf_procircuit0	11/5/2001	11/11/2001	THA	Hard			25	358
2000	usa-f22b-futures_itf_procircuit0	9/18/2000	9/24/2000	USA	Clay			25	359
1997	austria-1-masters_itf_procircuit2	2/8/1997	3/7/1997	AUT	Carpet			25	360
1997	austria-1-masters_itf_procircuit3	2/8/1997	3/7/1997	AUT	Carpet			25	361
1997	austria-1-masters_itf_procircuit0	2/8/1997	3/7/1997	AUT	Carpet			25	362
1997	austria-1-masters_itf_procircuit1	2/8/1997	3/7/1997	AUT	Carpet			25	363
2004	austria-f1-futures_itf_procircuit0	7/5/2004	7/10/2004	AUT	Clay			25	364
2000	bolivia-f1-futures_itf_procircuit0	9/18/2000	9/24/2000	BOL	Clay			25	365
2000	great-britain-f8-futures_itf_procircuit0	9/18/2000	9/24/2000	GBR	Hard			25	366
2010	paraguay-f2-futures_itf_procircuit0	10/25/2010	10/31/2010	PAR	Clay			25	367
2010	sweden-f1-futures_itf_procircuit0	9/13/2010	9/19/2010	SWE	Hard			25	368
2000	japan-f7-futures_itf_procircuit0	9/18/2000	9/24/2000	JPN	Hard			25	369
2008	russia-f7-futures_itf_procircuit0	9/8/2008	9/14/2008	RUS	Clay			25	370
2004	france-f10-futures_itf_procircuit0	7/5/2004	7/11/2004	FRA	Clay			25	371
2010	portugal-f4-futures_itf_procircuit0	9/27/2010	10/3/2010	POR	Clay			25	372
2004	spain-f13-futures_itf_procircuit0	7/5/2004	7/11/2004	ESP	Clay			25	373
2004	denmark-f2-futures_itf_procircuit0	7/5/2004	7/11/2004	DEN	Clay			25	374
2008	thailand-f5-futures_itf_procircuit0	9/8/2008	9/14/2008	THA	Hard			25	375
2010	thailand-f4-futures_itf_procircuit0	11/8/2010	11/14/2010	THA	Hard			25	376
2010	spain-f38-futures_itf_procircuit0	10/25/2010	10/31/2010	ESP	Clay			25	377
2008	usa-f22-futures_itf_procircuit0	9/8/2008	9/14/2008	USA	Hard			25	378
1973	charleston-wv	3/12/1973	3/15/1973	USA	Carpet	15000	$		379
1984	masters	1/8/1985	1/13/1985	USA	Hard	400000	$	2500	380
2010	turkey-f15-futures_itf_procircuit0	11/8/2010	11/14/2010	TUR	Clay			25	381
2014	turkey-f15-futures_itf_procircuit0	5/5/2014	5/11/2014	TUR	Hard			25	382
2010	australia-f13-futures_itf_procircuit0	11/29/2010	12/5/2010	AUS	Hard			25	383
2011	chang-ltat-itf-junior-championships_itf_juniors1	3/7/2011	3/12/2011	THA	Hard			0	384
2013	sanchez-casal-junior-cup_itf_juniors1	10/7/2013	10/12/2013	ESP	Clay			0	385
2011	31st-asuncion-bowl_itf_juniors0	3/7/2011	3/12/2011	PAR	Clay			0	386
2013	pan-american-itf_itf_juniors0	10/7/2013	10/12/2013	USA	Hard			0	387
2000	sweden-f1-futures_itf_procircuit0	9/18/2000	9/24/2000	SWE	Carpet			25	388
2005	bogota_challenger	10/17/2005	10/23/2005	Colombia	Clay	50000	$	100	389
2005	calabasas_challenger	10/17/2005	10/23/2005	USA	Hard	50000	$	100	390
2018	2018-jeju-international-junior-championships_itf_juniors1	3/26/2018	4/1/2018	KOR	Hard			0	391
2011	31st-asuncion-bowl_itf_juniors1	3/7/2011	3/12/2011	PAR	Clay			0	392
2011	costa-rica-bowl_itf_juniors0	3/7/2011	3/12/2011	CRC	Hard			0	393
2011	costa-rica-bowl_itf_juniors1	3/7/2011	3/12/2011	CRC	Hard			0	394
2012	19th-sarawak-chief-minister's-cup-(i)_itf_juniors0	3/13/2012	3/18/2012	MAS	Hard			0	395
2011	43rd-brunei-itf-junior-circuit_itf_juniors0	3/8/2011	3/13/2011	BRU	Hard			0	396
2015	babolat-hrt-autumn-cup_itf_juniors1	10/12/2015	10/17/2015	DEN	Hard			0	397
2011	43rd-brunei-itf-junior-circuit_itf_juniors1	3/8/2011	3/13/2011	BRU	Hard			0	398
2011	china-junior-4-haikou_itf_juniors0	3/8/2011	3/13/2011	CHN	Hard			0	399
2011	china-junior-4-haikou_itf_juniors1	3/8/2011	3/13/2011	CHN	Hard			0	400
2012	19th-sarawak-chief-minister's-cup-(i)_itf_juniors1	3/13/2012	3/18/2012	MAS	Hard			0	401
2011	itf-kramfors-junior-challenge-2011_itf_juniors0	3/14/2011	3/18/2011	SWE	Clay			0	402
2011	itf-kramfors-junior-challenge-2011_itf_juniors1	3/14/2011	3/18/2011	SWE	Clay			0	403
2015	pan-american-itf-championship-itf-presented-by-the-tulsa-sports-commission_itf_juniors0	10/12/2015	10/17/2015	USA	Hard			0	404
2011	riad-21_itf_juniors0	3/14/2011	3/19/2011	MAR	Clay			0	405
2012	2012-nan-ying-cup-international-junior-champs_itf_juniors0	3/13/2012	3/18/2012	TPE	Clay			0	406
2011	riad-21_itf_juniors1	3/14/2011	3/19/2011	MAR	Clay			0	407
2011	panama-bowl_itf_juniors0	3/14/2011	3/19/2011	PAN	Clay			0	408
2011	panama-bowl_itf_juniors1	3/14/2011	3/19/2011	PAN	Clay			0	409
2012	2012-nan-ying-cup-international-junior-champs_itf_juniors1	3/13/2012	3/18/2012	TPE	Clay			0	410
2011	itf4-u18-empire-cup-2011_itf_juniors0	3/14/2011	3/20/2011	SVK	Hard			0	411
2015	pan-american-itf-championship-itf-presented-by-the-tulsa-sports-commission_itf_juniors1	10/12/2015	10/17/2015	USA	Hard			0	412
2011	itf4-u18-empire-cup-2011_itf_juniors1	3/14/2011	3/20/2011	SVK	Hard			0	413
1997	israel-1-masters_itf_procircuit1	2/8/1997	3/9/1997	ISR	Hard			25	414
1997	israel-1-masters_itf_procircuit2	2/8/1997	3/9/1997	ISR	Hard			25	415
2011	banana-bowl_itf_juniors0	3/14/2011	3/20/2011	BRA	Clay			0	416
2015	osaka-mayor's-cup---world-super-junior-tennis-championships_itf_juniors0	10/12/2015	10/18/2015	JPN	Hard			0	417
2012	32nd-tashkent-itf-juniors_itf_juniors0	3/19/2012	3/24/2012	UZB	Hard			0	418
1997	israel-1-masters_itf_procircuit3	2/8/1997	3/9/1997	ISR	Hard			25	419
1997	israel-1-masters_itf_procircuit0	2/8/1997	3/9/1997	ISR	Hard			25	420
2012	32nd-tashkent-itf-juniors_itf_juniors1	3/19/2012	3/24/2012	UZB	Hard			0	421
2015	osaka-mayor's-cup---world-super-junior-tennis-championships_itf_juniors1	10/12/2015	10/18/2015	JPN	Hard			0	422
2012	itf/cat-african-closed-junior-18-&-under-championships_itf_juniors0	3/19/2012	3/24/2012	RSA	Hard			0	423
2012	itf/cat-african-closed-junior-18-&-under-championships_itf_juniors1	3/19/2012	3/24/2012	RSA	Hard			0	424
2015	itf-junior-circuit---week-2_itf_juniors0	10/12/2015	10/18/2015	SRI	Clay			0	425
2012	29th-copa-gerdau-de-tenis_itf_juniors0	3/19/2012	3/25/2012	BRA	Clay			0	426
2012	29th-copa-gerdau-de-tenis_itf_juniors1	3/19/2012	3/25/2012	BRA	Clay			0	427
1994	great-britain-1-masters_itf_procircuit2	2/7/1994	3/4/1994	GBR	Carpet			25	428
1994	great-britain-1-masters_itf_procircuit3	2/7/1994	3/4/1994	GBR	Carpet			25	429
1994	philippines-masters_itf_procircuit3	2/7/1994	3/6/1994	PHI	Clay			25	430
2004	italy-f15-futures_itf_procircuit0	7/5/2004	7/11/2004	ITA	Clay			25	431
2001	australia-f4-futures_itf_procircuit0	11/12/2001	11/18/2001	AUS	Hard			25	432
1997	philippines-masters_itf_procircuit3	2/15/1997	3/15/1997	PHI	Hard			25	433
1997	philippines-masters_itf_procircuit0	2/15/1997	3/15/1997	PHI	Hard			25	434
1997	philippines-masters_itf_procircuit1	2/15/1997	3/15/1997	PHI	Hard			25	435
1997	philippines-masters_itf_procircuit2	2/15/1997	3/15/1997	PHI	Hard			25	436
2010	mexico-f11-futures_itf_procircuit0	11/29/2010	12/5/2010	MEX	Hard			25	437
2001	brazil-f9-futures_itf_procircuit0	11/12/2001	11/18/2001	BRA	Hard			25	438
2000	sweden-f2-futures_itf_procircuit0	9/25/2000	9/30/2000	SWE	Carpet			25	439
2004	romania-f10-futures_itf_procircuit0	7/5/2004	7/11/2004	ROU	Clay			25	440
1997	france-3-masters_itf_procircuit2	3/8/1997	4/6/1997	FRA	Carpet			25	441
1997	france-3-masters_itf_procircuit3	3/8/1997	4/6/1997	FRA	Carpet			25	442
1997	france-3-masters_itf_procircuit0	3/8/1997	4/6/1997	FRA	Carpet			25	443
1997	france-3-masters_itf_procircuit1	3/8/1997	4/6/1997	FRA	Carpet			25	444
2004	ukraine-f3-futures_itf_procircuit0	7/5/2004	7/11/2004	UKR	Clay			25	445
2011	france-f2-futures_itf_procircuit0	1/31/2011	2/6/2011	FRA	Hard			25	446
2008	australia-f6-futures_itf_procircuit0	9/15/2008	9/21/2008	AUS	Hard			25	447
2004	usa-f18-futures_itf_procircuit0	7/5/2004	7/11/2004	USA	Clay			25	448
2011	usa-f8-futures_itf_procircuit0	3/28/2011	4/3/2011	USA	Hard			25	449
2011	spain-f4-futures_itf_procircuit0	1/31/2011	2/6/2011	ESP	Clay			25	450
2011	usa-f4-futures_itf_procircuit0	1/31/2011	2/6/2011	USA	Clay			25	451
2008	brazil-f20-futures_itf_procircuit0	9/15/2008	9/21/2008	BRA	Clay			25	452
2008	france-f15-futures_itf_procircuit0	9/15/2008	9/21/2008	FRA	Hard			25	453
2011	chile-f1-futures_itf_procircuit0	3/28/2011	4/3/2011	CHI	Clay			25	454
2018	georgia-f3-futures_itf_procircuit0	7/23/2018	7/29/2018	GEO	Clay			25	455
2011	croatia-f4-futures_itf_procircuit0	3/28/2011	4/3/2011	CRO	Clay			25	456
2014	usa-f13-futures_itf_procircuit0	5/5/2014	5/11/2014	USA	Clay			25	457
2014	mexico-f4-futures_itf_procircuit0	5/12/2014	5/18/2014	MEX	Hard			25	458
2004	germany-f10-futures_itf_procircuit0	7/5/2004	7/11/2004	Germany	Clay			25	459
2008	germany-f19-futures_itf_procircuit0	9/8/2008	9/14/2008	Germany	Clay			25	460
2018	germany-f9-futures_itf_procircuit0	7/23/2018	7/29/2018	Germany	Clay			25	461
2011	banana-bowl_itf_juniors1	3/14/2011	3/20/2011	BRA	Clay			0	462
2011	17th-sarawak-chief-minister's-cup_itf_juniors0	3/15/2011	3/20/2011	MAS	Hard			0	463
2011	17th-sarawak-chief-minister's-cup_itf_juniors1	3/15/2011	3/20/2011	MAS	Hard			0	464
2012	23rd-mitsubishi-lancer-international-junior_itf_juniors0	3/20/2012	3/25/2012	PHI	Hard			0	465
2011	itf-oslo-indoor-2011_itf_juniors0	3/21/2011	3/26/2011	NOR	Hard			0	466
2011	itf-oslo-indoor-2011_itf_juniors1	3/21/2011	3/26/2011	NOR	Hard			0	467
2011	copa-gerdau_itf_juniors0	3/21/2011	3/27/2011	BRA	Clay			0	468
2012	23rd-mitsubishi-lancer-international-junior_itf_juniors1	3/20/2012	3/25/2012	PHI	Hard			0	469
2011	copa-gerdau_itf_juniors1	3/21/2011	3/27/2011	BRA	Clay			0	470
2011	luxembourg-indoor-junior-open_itf_juniors0	3/22/2011	3/26/2011	LUX	Hard			0	471
2018	2018-sunchang-international-junior-championships_itf_juniors0	4/2/2018	4/8/2018	KOR	Hard			0	472
2011	luxembourg-indoor-junior-open_itf_juniors1	3/22/2011	3/26/2011	LUX	Hard			0	473
2012	28th-perin-memorial_itf_juniors0	3/20/2012	3/25/2012	CRO	Clay			0	474
2011	2011-nan-ying-cup-championships-ii_itf_juniors0	3/22/2011	3/27/2011	TPE	Clay			0	475
2011	2011-nan-ying-cup-championships-ii_itf_juniors1	3/22/2011	3/27/2011	TPE	Clay			0	476
2011	22nd-mitsubishi-lancer-international-juniors-championships_itf_juniors0	3/22/2011	3/27/2011	PHI	Hard			0	477
2012	28th-perin-memorial_itf_juniors1	3/20/2012	3/25/2012	CRO	Clay			0	478
2011	22nd-mitsubishi-lancer-international-juniors-championships_itf_juniors1	3/22/2011	3/27/2011	PHI	Hard			0	479
2015	itf-junior-circuit---week-2_itf_juniors1	10/12/2015	10/18/2015	SRI	Clay			0	480
2015	copa-guga-kuerten-2015_itf_juniors0	10/12/2015	10/18/2015	BRA	Clay			0	481
2012	2nd-qatar-itf-junior-open-2012_itf_juniors0	3/26/2012	3/30/2012	QAT	Hard			0	482
2015	copa-guga-kuerten-2015_itf_juniors1	10/12/2015	10/18/2015	BRA	Clay			0	483
2012	2nd-qatar-itf-junior-open-2012_itf_juniors1	3/26/2012	3/30/2012	QAT	Hard			0	484
2012	usta-claremont-itf_itf_juniors0	3/26/2012	3/31/2012	USA	Hard			0	485
2015	rio-de-la-plata-cup_itf_juniors0	10/13/2015	10/18/2015	ARG	Clay			0	486
2012	usta-claremont-itf_itf_juniors1	3/26/2012	3/31/2012	USA	Hard			0	487
2015	rio-de-la-plata-cup_itf_juniors1	10/13/2015	10/18/2015	ARG	Clay			0	488
2012	barbados-junior-international-2012_itf_juniors0	3/26/2012	3/31/2012	BAR	Hard			0	489
2015	4º-torneo-internacional-junior-de-pontevedra_itf_juniors0	10/13/2015	10/18/2015	ESP	Hard			0	490
2015	4º-torneo-internacional-junior-de-pontevedra_itf_juniors1	10/13/2015	10/18/2015	ESP	Hard			0	491
2004	austria-f2-futures_itf_procircuit0	7/12/2004	7/17/2004	AUT	Clay			25	492
1997	greece-1-masters_itf_procircuit3	3/8/1997	4/6/1997	GRE	Hard			25	493
1997	greece-1-masters_itf_procircuit0	3/8/1997	4/6/1997	GRE	Hard			25	494
1997	greece-1-masters_itf_procircuit1	3/8/1997	4/6/1997	GRE	Hard			25	495
1997	greece-1-masters_itf_procircuit2	3/8/1997	4/6/1997	GRE	Hard			25	496
1994	philippines-masters_itf_procircuit0	2/7/1994	3/6/1994	PHI	Clay			25	497
1994	philippines-masters_itf_procircuit1	2/7/1994	3/6/1994	PHI	Clay			25	498
1994	philippines-masters_itf_procircuit2	2/7/1994	3/6/1994	PHI	Clay			25	499
2000	usa_itf_procircuit2	9/11/2000	10/8/2000	USA	Hard			25	500
2000	usa_itf_procircuit3	9/11/2000	10/8/2000	USA	Hard			25	501
2000	usa_itf_procircuit0	9/11/2000	10/8/2000	USA	Hard			25	502
1994	israel-1-masters_itf_procircuit0	2/19/1994	3/17/1994	ISR	Hard			25	503
2000	usa_itf_procircuit1	9/11/2000	10/8/2000	USA	Hard			25	504
2011	spain-f10-futures_itf_procircuit0	3/28/2011	4/3/2011	ESP	Clay			25	505
2004	france-f11-futures_itf_procircuit0	7/12/2004	7/18/2004	FRA	Clay			25	506
2004	morocco-f2-futures_itf_procircuit0	7/19/2004	7/25/2004	MAR	Clay			25	507
2001	mexico-f12-futures_itf_procircuit0	11/12/2001	11/18/2001	MEX	Hard			25	508
2004	romania-f12-futures_itf_procircuit0	7/19/2004	7/25/2004	ROU	Clay			25	509
2011	switzerland-f3-futures_itf_procircuit0	3/28/2011	4/3/2011	SUI	Carpet			25	510
2001	usa-f26-futures_itf_procircuit0	11/12/2001	11/18/2001	USA	Hard			25	511
2008	great-britain-f15-futures_itf_procircuit0	9/15/2008	9/21/2008	GBR	Hard			25	512
2014	bosnia-&-herzegovina-f2-futures_itf_procircuit0	5/12/2014	5/18/2014	BIH	Clay			25	513
2011	thailand-f1-futures_itf_procircuit0	3/28/2011	4/3/2011	THA	Hard			25	514
2011	france-f6-futures_itf_procircuit0	4/11/2011	4/17/2011	FRA	Clay			25	515
2008	japan-f9-futures_itf_procircuit0	9/15/2008	9/21/2008	JPN	Carpet			25	516
2014	croatia-f9-futures_itf_procircuit0	5/12/2014	5/18/2014	CRO	Clay			25	517
2018	indonesia-f1-futures_itf_procircuit0	7/23/2018	7/29/2018	INA	Hard			25	518
2015	yonex-itf-hamburg_itf_juniors1	1/20/2015	1/25/2015	Germany	Carpet			0	519
1997	mexico-1-masters_itf_procircuit0	3/8/1997	4/6/1997	MEX	Hard			25	520
1997	mexico-1-masters_itf_procircuit1	3/8/1997	4/6/1997	MEX	Hard			25	521
2013	pan-american-itf_itf_juniors1	10/7/2013	10/12/2013	USA	Hard			0	522
2013	5a-copa-santa-catarina-internacional_itf_juniors0	10/7/2013	10/12/2013	BRA	Clay			0	523
2000	egypt-3_itf_procircuit0	9/11/2000	10/8/2000	EGY	Clay			25	524
2000	egypt-3_itf_procircuit1	9/11/2000	10/8/2000	EGY	Clay			25	525
2004	spain-f15-futures_itf_procircuit0	7/19/2004	7/25/2004	ESP	Clay			25	526
2010	napoli_challenger	3/29/2010	4/4/2010	Italy	Clay	30000	€	100	527
2018	2018-yeongwol-international-junior-championships_itf_juniors0	4/9/2018	4/15/2018	KOR	Hard			0	528
2013	5a-copa-santa-catarina-internacional_itf_juniors1	10/7/2013	10/12/2013	BRA	Clay			0	529
2012	16th-namangan-itf-juniors-grade-3_itf_juniors0	3/26/2012	3/31/2012	UZB	Hard			0	530
2015	widjojo-soejono-mnc-group-pelindo-v-2015-itf-junior-circuit_itf_juniors0	10/13/2015	10/18/2015	INA	Hard			0	531
1994	israel-1-masters_itf_procircuit3	2/19/1994	3/17/1994	ISR	Hard			25	532
2012	16th-namangan-itf-juniors-grade-3_itf_juniors1	3/26/2012	3/31/2012	UZB	Hard			0	533
2015	widjojo-soejono-mnc-group-pelindo-v-2015-itf-junior-circuit_itf_juniors1	10/13/2015	10/18/2015	INA	Hard			0	534
2015	itf-international-juniors-championship-g4-ipoh-2015_itf_juniors0	10/13/2015	10/18/2015	MAS	Hard			0	535
1994	israel-1-masters_itf_procircuit1	2/19/1994	3/17/1994	ISR	Hard			25	536
2015	itf-international-juniors-championship-g4-ipoh-2015_itf_juniors1	10/13/2015	10/18/2015	MAS	Hard			0	537
2018	al-solaimaneyah-itf-junior-tournament_itf_juniors1	4/16/2018	4/21/2018	EGY	Clay			0	538
2015	curro-junior-itf-week-1_itf_juniors0	10/19/2015	10/23/2015	RSA	Hard			0	539
1994	israel-1-masters_itf_procircuit2	2/19/1994	3/17/1994	ISR	Hard			25	540
2015	curro-junior-itf-week-1_itf_juniors1	10/19/2015	10/23/2015	RSA	Hard			0	541
2015	riad-21_itf_juniors0	10/19/2015	10/24/2015	MAR	Clay			0	542
1997	mexico-1-masters_itf_procircuit2	3/8/1997	4/6/1997	MEX	Hard			25	543
2015	riad-21_itf_juniors1	10/19/2015	10/24/2015	MAR	Clay			0	544
2012	torneo-sudamericano-individual_itf_juniors0	3/26/2012	4/1/2012	BOL	Clay			0	545
2018	open-d'istres_itf_juniors0	4/16/2018	4/21/2018	FRA	Clay			0	546
1997	mexico-1-masters_itf_procircuit3	3/8/1997	4/6/1997	MEX	Hard			25	547
2012	torneo-sudamericano-individual_itf_juniors1	3/26/2012	4/1/2012	BOL	Clay			0	548
2011	barbados-junior-international-tennis-2011_itf_juniors0	3/28/2011	4/1/2011	BAR	Hard			0	549
2011	barbados-junior-international-tennis-2011_itf_juniors1	3/28/2011	4/1/2011	BAR	Hard			0	550
2012	vendimia-cup-2012_itf_juniors0	3/27/2012	4/1/2012	ARG	Clay			0	551
2011	vendimia-cup_itf_juniors0	3/28/2011	4/1/2011	ARG	Clay			0	552
2012	vendimia-cup-2012_itf_juniors1	3/27/2012	4/1/2012	ARG	Clay			0	553
2011	vendimia-cup_itf_juniors1	3/28/2011	4/1/2011	ARG	Clay			0	554
